"FoodId"|"FdGrp_Desc"|"FdGrp_Cd"|"Long_Desc"|"Amount"|"Msre_Desc"|"Gm_Wgt"|"msre"|"Calories"|"Protein"|"Fat"|"Carbohydrates"
"2560"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, COCOA PEBBLES"|"0.75"|"cup (1 NLEA serving)"|"29"|"0.75 cup (1 NLEA serving)"|"397"|"4.7999999999999998"|"4.0999999999999996"|"85.700000000000003"
"2561"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, FRUITY PEBBLES"|"0.75"|"cup (1 NLEA serving)"|"27"|"0.75 cup (1 NLEA serving)"|"402"|"4.6200000000000001"|"4.0199999999999996"|"86.099999999999994"
"2562"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, GOLDEN CRISP"|"0.75"|"cup (1 NLEA serving)"|"27"|"0.75 cup (1 NLEA serving)"|"380"|"5.5"|"1.7"|"90.099999999999994"
"2563"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal"|"0.5"|"cup (1 NLEA serving)"|"58"|"0.5 cup (1 NLEA serving)"|"361"|"11.220000000000001"|"1.8100000000000001"|"80.489999999999995"
"2564"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes"|"0.75"|"cup (1 NLEA serving)"|"29"|"0.75 cup (1 NLEA serving)"|"376"|"9.4000000000000004"|"3.7000000000000002"|"82"
"2565"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, GREAT GRAINS Crunchy Pecan Cereal"|"0.75"|"cup (1 NLEA serving)"|"52"|"0.75 cup (1 NLEA serving)"|"403"|"9"|"10.5"|"73"
"2566"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, GREAT GRAINS, Raisin, Date & Pecan"|"0.75"|"cup (1 NLEA serving)"|"55"|"0.75 cup (1 NLEA serving)"|"378"|"7.9000000000000004"|"7.0999999999999996"|"74.299999999999997"
"2567"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS with vanilla bunches"|"1"|"cup (1 NLEA serving)"|"56"|"1 cup (1 NLEA serving)"|"394"|"7.9000000000000004"|"5.0999999999999996"|"81.799999999999997"
"2568"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted"|"0.75"|"cup (1 NLEA serving)"|"30"|"0.75 cup (1 NLEA serving)"|"401"|"7.1200000000000001"|"5.46"|"81.189999999999998"
"2569"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, pecan bunches"|"0.75"|"cup (1 NLEA serving)"|"29"|"0.75 cup (1 NLEA serving)"|"399"|"7"|"5.4000000000000004"|"82"
"2570"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with almonds"|"0.75"|"cup (1 NLEA serving)"|"32"|"0.75 cup (1 NLEA serving)"|"409"|"7.7000000000000002"|"7.2999999999999998"|"79.599999999999994"
"2571"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with real strawberries"|"0.75"|"cup (1 NLEA serving)"|"31"|"0.75 cup (1 NLEA serving)"|"399"|"6.7000000000000002"|"4.9000000000000004"|"83.299999999999997"
"2572"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat"|"1"|"cup (1 NLEA serving)"|"59"|"1 cup (1 NLEA serving)"|"373"|"8.5"|"2.8999999999999999"|"83.599999999999994"
"2573"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, Honeycomb Cereal"|"1.5"|"cup (1 NLEA serving)"|"32"|"1.5 cup (1 NLEA serving)"|"394"|"6.0099999999999998"|"2.9300000000000002"|"86.629999999999995"
"2574"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size"|"1.25"|"cup (1 NLEA serving)"|"59"|"1.25 cup (1 NLEA serving)"|"339"|"10.93"|"2.0600000000000001"|"80.650000000000006"
"2575"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size"|"1"|"cup (1 NLEA serving)"|"52"|"1 cup (1 NLEA serving)"|"352"|"7.7999999999999998"|"1.8999999999999999"|"83.799999999999997"
"2576"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit"|"2"|"biscuits (1 NLEA serving)"|"47"|"2 biscuits (1 NLEA serving)"|"337"|"11.369999999999999"|"2.0099999999999998"|"78.959999999999994"
"2577"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size"|"1"|"cup (1 NLEA serving)"|"49"|"1 cup (1 NLEA serving)"|"351"|"11.800000000000001"|"2.1000000000000001"|"81.400000000000006"
"2578"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, Post, Waffle Crisp"|"1"|"cup (1 NLEA serving)"|"30"|"1 cup (1 NLEA serving)"|"390"|"6.5999999999999996"|"5"|"83"
"2579"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER Oatmeal Squares, Golden Maple"|"1"|"cup (1 NLEA serving)"|"56"|"1 cup (1 NLEA serving)"|"380"|"11.300000000000001"|"4.8300000000000001"|"78.040000000000006"
"2580"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal"|"0.75"|"cup (1 NLEA serving)"|"28"|"0.75 cup (1 NLEA serving)"|"376"|"7.6299999999999999"|"5.6100000000000003"|"80.099999999999994"
"2581"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey"|"0.5"|"cup (1 NLEA serving)"|"48"|"0.5 cup (1 NLEA serving)"|"421"|"10.550000000000001"|"11.619999999999999"|"73.650000000000006"
"2582"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH"|"0.75"|"cup (1 NLEA serving)"|"27"|"0.75 cup (1 NLEA serving)"|"398"|"4.3899999999999997"|"5.1200000000000001"|"85.510000000000005"
"2583"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES"|"0.75"|"cup (1 NLEA serving)"|"26"|"0.75 cup (1 NLEA serving)"|"397"|"4.4500000000000002"|"4.8300000000000001"|"85.930000000000007"
"2584"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S Halloween Crunch"|"0.75"|"cup (1 NLEA serving)"|"26"|"0.75 cup (1 NLEA serving)"|"402"|"4.4100000000000001"|"5.6600000000000001"|"85.140000000000001"
"2585"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, Cap'n Crunch's OOPS! All Berries Cereal"|"1"|"cup (1 NLEA serving)"|"32"|"1 cup (1 NLEA serving)"|"395"|"4.5999999999999996"|"3.9900000000000002"|"87.099999999999994"
"2586"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH"|"0.75"|"cup (1 NLEA serving)"|"27"|"0.75 cup (1 NLEA serving)"|"417"|"7.0999999999999996"|"9.2300000000000004"|"78.650000000000006"
"2587"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, Christmas Crunch"|"0.75"|"cup (1 NLEA serving)"|"26"|"0.75 cup (1 NLEA serving)"|"397"|"4.4400000000000004"|"4.8300000000000001"|"85.920000000000002"
"2588"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S"|"0.75"|"cup (1 NLEA serving)"|"27"|"0.75 cup (1 NLEA serving)"|"412"|"3.9199999999999999"|"7.6299999999999999"|"83.650000000000006"
"2589"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, KING VITAMAN"|"1.5"|"cup (1 NLEA serving)"|"31"|"1.5 cup (1 NLEA serving)"|"381"|"6.4100000000000001"|"3.4399999999999999"|"83.849999999999994"
"2590"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins"|"0.66600000000000004"|"cup (1 NLEA serving)"|"55"|"0.666 cup (1 NLEA serving)"|"388"|"8.4199999999999999"|"5.5199999999999996"|"80.569999999999993"
"2591"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, Maple Brown Sugar LIFE Cereal"|"0.75"|"cup (1 NLEA serving)"|"32"|"0.75 cup (1 NLEA serving)"|"373"|"9.1699999999999999"|"4.0599999999999996"|"78.859999999999999"
"2592"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch"|"1"|"cup (1 NLEA serving)"|"60"|"1 cup (1 NLEA serving)"|"382"|"10.6"|"4.5599999999999996"|"79.790000000000006"
"2593"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, MOTHER'S COCOA BUMPERS"|"1"|"cup (1 NLEA serving)"|"33"|"1 cup (1 NLEA serving)"|"382"|"4.21"|"1.6100000000000001"|"89.909999999999997"
"2594"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM BUMPERS"|"0.75"|"cup (1 NLEA serving)"|"28"|"0.75 cup (1 NLEA serving)"|"379"|"4.5499999999999998"|"1.45"|"88.890000000000001"
"2595"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, MOTHER'S PEANUT BUTTER BUMPERS Cereal"|"1"|"cup (1 NLEA serving)"|"33"|"1 cup (1 NLEA serving)"|"407"|"7.6200000000000001"|"7.3300000000000001"|"79.680000000000007"
"2596"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, MOTHER'S Toasted Oat Bran cereal"|"0.75"|"cup (1 NLEA serving)"|"32"|"0.75 cup (1 NLEA serving)"|"372"|"11.449999999999999"|"5.04"|"75.409999999999997"
"2597"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, Natural Granola Apple Cranberry Almond"|"0.5"|"cup (1 NLEA serving)"|"49"|"0.5 cup (1 NLEA serving)"|"418"|"9.2100000000000009"|"11.06"|"74.730000000000004"
"2598"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, Oatmeal Squares"|"1"|"cup (1 NLEA serving)"|"56"|"1 cup (1 NLEA serving)"|"379"|"11.380000000000001"|"4.8300000000000001"|"77.769999999999996"
"2599"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon"|"1"|"cup (1 NLEA serving)"|"56"|"1 cup (1 NLEA serving)"|"379"|"11.23"|"4.8799999999999999"|"78.090000000000003"
"2600"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins"|"0.5"|"cup (1 NLEA serving)"|"51"|"0.5 cup (1 NLEA serving)"|"412"|"9.6600000000000001"|"10.380000000000001"|"74.670000000000002"
"2601"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN"|"0.75"|"cup (1 NLEA serving)"|"27"|"0.75 cup (1 NLEA serving)"|"331"|"6.3700000000000001"|"4.0599999999999996"|"83.680000000000007"
"2602"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, QUAKER Honey Graham LIFE Cereal"|"0.75"|"cup (1 NLEA serving)"|"32"|"0.75 cup (1 NLEA serving)"|"373"|"9.3300000000000001"|"4.1399999999999997"|"78.560000000000002"
"2603"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE"|"0.75"|"cup (1 NLEA serving)"|"32"|"0.75 cup (1 NLEA serving)"|"374"|"9.1400000000000006"|"4.0999999999999996"|"79.019999999999996"
"2604"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain"|"0.75"|"cup (1 NLEA serving)"|"32"|"0.75 cup (1 NLEA serving)"|"374"|"9.9800000000000004"|"4.4299999999999997"|"77.739999999999995"
"2605"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice"|"0.75"|"cup (1 NLEA serving)"|"14"|"0.75 cup (1 NLEA serving)"|"383"|"7.0099999999999998"|"0.90000000000000002"|"87.780000000000001"
"2606"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat"|"1"|"cup (1 NLEA serving)"|"15"|"1 cup (1 NLEA serving)"|"366"|"16.260000000000002"|"2.1499999999999999"|"76.390000000000001"
"2607"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, Shredded Wheat, bagged cereal"|"3"|"biscuits (1 NLEA serving)"|"63"|"3 biscuits (1 NLEA serving)"|"348"|"11.24"|"2.0099999999999998"|"81.010000000000005"
"2608"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP"|"1"|"cup (1 NLEA serving)"|"27"|"1 cup (1 NLEA serving)"|"406"|"4.5099999999999998"|"6.0800000000000001"|"85.030000000000001"
"2609"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps"|"1.25"|"cup (1 NLEA serving)"|"57"|"1.25 cup (1 NLEA serving)"|"372"|"12.380000000000001"|"5.1100000000000003"|"74.900000000000006"
"2610"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, RALSTON Corn Biscuits"|"1"|"cup (NLEA serving)"|"30"|"1 cup (NLEA serving)"|"367"|"5.8300000000000001"|"1.05"|"85.790000000000006"
"2611"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, RALSTON Corn Flakes"|"1"|"cup (1 NLEA serving)"|"28"|"1 cup (1 NLEA serving)"|"357"|"5.9000000000000004"|"0.91000000000000003"|"88.010000000000005"
"2612"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, RALSTON CRISP RICE"|"1.25"|"cup (1 NLEA serving)"|"33"|"1.25 cup (1 NLEA serving)"|"394"|"6.6900000000000004"|"1.26"|"86.219999999999999"
"2613"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, RALSTON Crispy Hexagons"|"1"|"cup (1 NLEA serving)"|"29"|"1 cup (1 NLEA serving)"|"379"|"5.9400000000000004"|"0.94999999999999996"|"86.780000000000001"
"2614"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes"|"1"|"serving (NLEA serving size = 0.75 cup)"|"29"|"1 serving (NLEA serving size = 0.75 cup)"|"310"|"10.210000000000001"|"3.3599999999999999"|"79.769999999999996"
"2615"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, RALSTON TASTEEOS"|"1"|"cup (1 NLEA serving)"|"28"|"1 cup (1 NLEA serving)"|"357"|"10.710000000000001"|"5.3600000000000003"|"75.5"
"2616"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, rice, puffed, fortified"|"1"|"cup"|"14"|"1 cup"|"402"|"6.2999999999999998"|"0.5"|"89.799999999999997"
"2617"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ"|"2"|"tbsp (1 NLEA serving)"|"14"|"2 tbsp (1 NLEA serving)"|"372"|"26.550000000000001"|"7.7800000000000002"|"58.109999999999999"
"2618"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran"|"0.25"|"cup (1 NLEA serving)"|"16"|"0.25 cup (1 NLEA serving)"|"200"|"17.559999999999999"|"5.1600000000000001"|"59.509999999999998"
"2619"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Wheat Germ, Regular"|"2"|"tbsp (1 NLEA serving)"|"14"|"2 tbsp (1 NLEA serving)"|"366"|"31.43"|"9.5600000000000005"|"49.380000000000003"
"2620"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, UNCLE SAM CEREAL"|"0.75"|"cup (1 NLEA serving)"|"55"|"0.75 cup (1 NLEA serving)"|"346"|"15.98"|"11.6"|"65.780000000000001"
"2621"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, USDA Commodity Corn and Rice (includes all commodity brands)"|"1"|"cup"|"29"|"1 cup"|"378"|"6.0599999999999996"|"1.0800000000000001"|"86.849999999999994"
"2622"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, USDA Commodity Rice Crisps (includes all commodity brands)"|"1"|"cup (1 NLEA serving)"|"28"|"1 cup (1 NLEA serving)"|"381"|"6.4500000000000002"|"1.27"|"86.040000000000006"
"2623"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, WEETABIX whole grain cereal"|"2"|"biscuits (1 NLEA serving)"|"35"|"2 biscuits (1 NLEA serving)"|"371"|"11.43"|"2.8599999999999999"|"81.5"
"2624"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, wheat and bran, presweetened with nuts and fruits"|"1"|"cup (1 NLEA serving)"|"55"|"1 cup (1 NLEA serving)"|"385"|"7.0999999999999996"|"5.5999999999999996"|"76.200000000000003"
"2625"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, wheat germ, toasted, plain"|"1"|"oz"|"28.350000000000001"|"1 oz"|"382"|"29.100000000000001"|"10.699999999999999"|"49.600000000000001"
"2626"|"Breakfast Cereals"|"0800"|"Cereals ready-to-eat, wheat, puffed, fortified"|"1"|"cup"|"12"|"1 cup"|"364"|"14.699999999999999"|"1.2"|"79.599999999999994"
"2627"|"Breakfast Cereals"|"0800"|"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt"|"1"|"cup"|"257"|"1 cup"|"71"|"1.71"|"0.46000000000000002"|"14.76"
"2628"|"Breakfast Cereals"|"0800"|"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt"|"1"|"cup"|"257"|"1 cup"|"71"|"1.71"|"0.46000000000000002"|"14.76"
"2629"|"Breakfast Cereals"|"0800"|"Cereals, corn grits, white, regular and quick, enriched, dry"|"1"|"tbsp"|"9.6999999999999993"|"1 tbsp"|"370"|"7.6500000000000004"|"1.75"|"79.090000000000003"
"2630"|"Breakfast Cereals"|"0800"|"Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt"|"1"|"cup"|"233"|"1 cup"|"65"|"1.23"|"0.39000000000000001"|"13.859999999999999"
"2631"|"Breakfast Cereals"|"0800"|"Cereals, corn grits, yellow, regular and quick, enriched, dry"|"1"|"cup"|"170"|"1 cup"|"368"|"6.7199999999999998"|"1.49"|"79.909999999999997"
"2632"|"Breakfast Cereals"|"0800"|"Cereals, corn grits, yellow, regular and quick, unenriched, dry"|"1"|"tbsp"|"9.6999999999999993"|"1 tbsp"|"371"|"8.8000000000000007"|"1.2"|"79.599999999999994"
"2633"|"Breakfast Cereals"|"0800"|"Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt"|"1"|"cup"|"233"|"1 cup"|"65"|"1.23"|"0.39000000000000001"|"13.859999999999999"
"2634"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF RICE, cooked with water, with salt"|"1"|"cup"|"244"|"1 cup"|"52"|"0.90000000000000002"|"0.10000000000000001"|"11.5"
"2635"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF RICE, cooked with water, without salt"|"1"|"cup"|"244"|"1 cup"|"52"|"0.90000000000000002"|"0.10000000000000001"|"11.4"
"2636"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF RICE, dry"|"0.25"|"cup (1 NLEA serving)"|"45"|"0.25 cup (1 NLEA serving)"|"370"|"6.2999999999999998"|"0.5"|"82.400000000000006"
"2637"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, microwaved, without salt"|"1"|"cup"|"237"|"1 cup"|"55"|"1.95"|"0.37"|"10.67"
"2638"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, 1 minute cook time, cooked with water, stove-top, without salt"|"1"|"cup"|"245"|"1 cup"|"56"|"1.6499999999999999"|"0.41999999999999998"|"11.16"
"2639"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, 1 minute cook time, dry"|"3"|"tablespoon (1 serving)"|"33"|"3 tablespoon (1 serving)"|"359"|"11.77"|"1.47"|"72.629999999999995"
"2640"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, microwaved, without salt"|"1"|"cup"|"231"|"1 cup"|"52"|"1.8799999999999999"|"0.37"|"10.1"
"2641"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, cooked with water, stove-top, without salt"|"1"|"cup"|"244"|"1 cup"|"56"|"1.4399999999999999"|"0.20000000000000001"|"11.74"
"2642"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry"|"3"|"tablespoon (1 NLEA serving)"|"33"|"3 tablespoon (1 NLEA serving)"|"355"|"11.609999999999999"|"1.4099999999999999"|"71.790000000000006"
"2643"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, instant, dry"|"1"|"tbsp"|"11.5"|"1 tbsp"|"366"|"10.6"|"1.3999999999999999"|"75.5"
"2644"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt"|"1"|"cup"|"241"|"1 cup"|"62"|"1.8400000000000001"|"0.23999999999999999"|"13.08"
"2645"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt"|"1"|"cup (1 serving)"|"251"|"1 cup (1 serving)"|"50"|"1.46"|"0.20999999999999999"|"10.66"
"2646"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt"|"1"|"cup (1 serving)"|"251"|"1 cup (1 serving)"|"50"|"1.4399999999999999"|"0.20999999999999999"|"10.52"
"2647"|"Breakfast Cereals"|"0800"|"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry"|"1"|"tbsp"|"10.6"|"1 tbsp"|"370"|"10.5"|"1.5"|"76.5"
"2648"|"Breakfast Cereals"|"0800"|"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt"|"1"|"cup"|"240"|"1 cup"|"55"|"1.8200000000000001"|"0.34000000000000002"|"10.92"
"2649"|"Breakfast Cereals"|"0800"|"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry"|"1"|"tbsp"|"11"|"1 tbsp"|"360"|"11.6"|"1.4099999999999999"|"73.189999999999998"
"2650"|"Breakfast Cereals"|"0800"|"Cereals, farina, enriched, cooked with water, with salt"|"1"|"cup"|"233"|"1 cup"|"53"|"1.8200000000000001"|"0.34000000000000002"|"10.92"
"2651"|"Breakfast Cereals"|"0800"|"Cereals, farina, enriched, cooked with water, without salt"|"1"|"cup"|"240"|"1 cup"|"53"|"1.8200000000000001"|"0.34000000000000002"|"10.92"
"2652"|"Breakfast Cereals"|"0800"|"Cereals, farina, unenriched, dry"|"1"|"tbsp"|"10.9"|"1 tbsp"|"369"|"10.6"|"0.5"|"78"
"2653"|"Breakfast Cereals"|"0800"|"Cereals, KASHI GO LEAN Hot Cereal, Creamy TRULY VANILLA, dry"|"1"|"packet (1 NLEA serving)"|"40"|"1 packet (1 NLEA serving)"|"360"|"22.289999999999999"|"5.2999999999999998"|"61.090000000000003"
"2654"|"Breakfast Cereals"|"0800"|"Cereals, KASHI GO LEAN Hot Cereal, Hearty Honey & Cinnamon, dry"|"1"|"packet (1 NLEA serving)"|"40"|"1 packet (1 NLEA serving)"|"367"|"18.390000000000001"|"5.2999999999999998"|"68"
"2655"|"Breakfast Cereals"|"0800"|"Cereals, KASHI HEART TO HEART, Instant Oatmeal, Apple Cinnamon, dry"|"1"|"packet (1 NLEA serving)"|"43"|"1 packet (1 NLEA serving)"|"353"|"11.1"|"5"|"73.799999999999997"
"2656"|"Breakfast Cereals"|"0800"|"Cereals, KASHI HEART TO HEART, Instant Oatmeal, golden brown maple, dry"|"1"|"packet (1 NLEA serving)"|"43"|"1 packet (1 NLEA serving)"|"356"|"11.390000000000001"|"5.0899999999999999"|"73.590000000000003"
"2657"|"Breakfast Cereals"|"0800"|"Cereals, KELLOGG'S SPECIAL K NOURISH, Cinnamon Raisin Pecan, dry"|"1"|"Container (1 NLEA serving)"|"52"|"1 Container (1 NLEA serving)"|"370"|"14.1"|"10.390000000000001"|"61.899999999999999"
"2658"|"Breakfast Cereals"|"0800"|"Cereals, KELLOGG'S SPECIAL K NOURISH, Cranberry Almond, dry"|"1"|"Container (1 NLEA serving)"|"52"|"1 Container (1 NLEA serving)"|"361"|"15"|"8.3900000000000006"|"63.289999999999999"
"2659"|"Breakfast Cereals"|"0800"|"Cereals, KELLOGG'S SPECIAL K NOURISH, Maple Brown Sugar Crunch, dry"|"1"|"Container (1 NLEA serving)"|"52"|"1 Container (1 NLEA serving)"|"371"|"15.390000000000001"|"9.8900000000000006"|"62.090000000000003"
"2660"|"Breakfast Cereals"|"0800"|"Cereals, MALT-O-MEAL, chocolate, dry"|"3"|"tbsp (1 NLEA serving)"|"35"|"3 tbsp (1 NLEA serving)"|"363"|"10.6"|"0.81999999999999995"|"79.549999999999997"
"2661"|"Breakfast Cereals"|"0800"|"Cereals, MALT-O-MEAL, chocolate, prepared with water, without salt"|"1"|"serving (3 T dry cereal plus 1 cup water)"|"268"|"1 serving (3 T dry cereal plus 1 cup water)"|"47"|"1.3700000000000001"|"0.10000000000000001"|"9.2200000000000006"
"2662"|"Breakfast Cereals"|"0800"|"Cereals, MALT-O-MEAL, Farina Hot Wheat Cereal, dry"|"3"|"tbsp (1 NLEA serving)"|"35"|"3 tbsp (1 NLEA serving)"|"365"|"10.48"|"0.48999999999999999"|"77.200000000000003"
"2663"|"Breakfast Cereals"|"0800"|"Cereals, MALT-O-MEAL, Maple & Brown Sugar Hot Wheat Cereal, dry"|"0.25"|"cup (1 NLEA serving)"|"45"|"0.25 cup (1 NLEA serving)"|"368"|"8.8200000000000003"|"0.46999999999999997"|"80.519999999999996"
"2664"|"Breakfast Cereals"|"0800"|"Cereals, MALT-O-MEAL, original, plain, dry"|"3"|"tbsp (1 NLEA serving)"|"35"|"3 tbsp (1 NLEA serving)"|"365"|"11.800000000000001"|"0.69999999999999996"|"77.25"
"2665"|"Breakfast Cereals"|"0800"|"Cereals, MALT-O-MEAL, original, plain, prepared with water, without salt"|"1"|"serving (3 T dry cereal plus 1 cup water)"|"268"|"1 serving (3 T dry cereal plus 1 cup water)"|"48"|"1.6699999999999999"|"8.9999999999999997E-2"|"10.09"
"2666"|"Breakfast Cereals"|"0800"|"Cereals, oats, instant, fortified, maple and brown sugar, dry"|"1"|"packet"|"43"|"1 packet"|"368"|"9.25"|"4.7300000000000004"|"76.670000000000002"
"2667"|"Breakfast Cereals"|"0800"|"Cereals, oats, instant, fortified, plain, dry"|"1"|"packet"|"28"|"1 packet"|"362"|"11.92"|"6.9000000000000004"|"69.519999999999996"
"2668"|"Breakfast Cereals"|"0800"|"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)"|"1"|"cup, cooked"|"234"|"1 cup, cooked"|"68"|"2.3700000000000001"|"1.3600000000000001"|"11.67"
